,model,task,split,commit,dataset_sample_dataset_id,dataset_sample_sample_id,score,error
451,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,451,1.0,
452,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,452,1.0,
453,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,453,1.0,
454,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,454,1.0,
455,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,455,0.0,
456,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,456,1.0,
457,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,457,1.0,
458,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,458,0.0,
459,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,459,1.0,
460,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,460,0.0,
461,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,461,1.0,
462,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,462,1.0,
463,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,463,1.0,
464,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,464,0.0,
465,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,465,1.0,
466,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,466,1.0,
467,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,467,1.0,
468,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,468,1.0,
469,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,469,1.0,
470,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,470,0.0,
471,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,471,1.0,
472,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,472,1.0,
473,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,473,1.0,
474,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,474,1.0,
475,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,475,1.0,
476,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,476,1.0,
477,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,477,0.0,
478,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,478,1.0,
479,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,479,0.0,
480,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,480,0.0,
481,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,481,1.0,
482,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,482,1.0,
483,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,483,1.0,
484,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,484,1.0,
485,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,485,1.0,
486,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,486,1.0,
487,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,487,1.0,
488,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,488,0.0,
489,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,489,0.0,
490,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,490,1.0,
491,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,491,0.0,
492,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,492,0.0,
493,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,493,1.0,
494,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,494,0.0,
495,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,495,1.0,
496,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,496,1.0,
497,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,497,1.0,
498,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,498,1.0,
499,gpt-4.1-mini,tau_bench,train,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,499,0.0,
0,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,0,0.0,
1,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,1,1.0,
2,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,2,1.0,
3,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,3,0.0,
4,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,4,1.0,
5,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,5,1.0,
6,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,6,0.0,
7,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,7,0.0,
8,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,8,0.0,
9,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,9,0.0,
10,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,10,0.0,
11,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,11,1.0,
12,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,12,1.0,
13,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,13,1.0,
14,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,14,1.0,
15,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,15,0.0,
16,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,16,0.0,
17,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,17,0.0,
18,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,18,1.0,
19,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,19,1.0,
20,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,20,0.0,
21,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,21,0.0,
22,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,22,1.0,
23,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,23,1.0,
24,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,24,1.0,
25,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,25,1.0,
26,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,26,0.0,
27,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,27,1.0,
28,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,28,1.0,
29,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,29,0.0,
30,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,30,0.0,
31,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,31,0.0,
32,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,32,0.0,
33,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,33,1.0,
34,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,34,0.0,
35,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,35,1.0,
36,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,36,1.0,
37,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,37,0.0,
38,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,38,0.0,
39,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,39,0.0,
40,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,40,0.0,
41,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,41,0.0,
42,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,42,1.0,
43,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,43,1.0,
44,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,44,1.0,
45,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,45,0.0,
46,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,46,0.0,
47,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,47,0.0,
48,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,48,0.0,
49,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,49,1.0,
50,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,50,0.0,
51,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,51,1.0,
52,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,52,0.0,
53,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,53,1.0,
54,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,54,1.0,
55,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,55,1.0,
56,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,56,0.0,
57,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,57,0.0,
58,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,58,0.0,
59,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,59,0.0,
60,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,60,0.0,
61,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,61,1.0,
62,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,62,0.0,
63,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,63,0.0,
64,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,64,0.0,
65,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,65,1.0,
66,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,66,0.0,
67,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,67,1.0,
68,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,68,1.0,
69,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,69,1.0,
70,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,70,0.0,
71,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,71,1.0,
72,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,72,1.0,
73,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,73,0.0,
74,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,74,1.0,
75,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,75,1.0,
76,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,76,0.0,
77,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,77,0.0,
78,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,78,0.0,
79,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,79,0.0,
80,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,80,1.0,
81,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,81,0.0,
82,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,82,0.0,
83,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,83,0.0,
84,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,84,1.0,
85,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,85,1.0,
86,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,86,0.0,
87,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,87,1.0,
88,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,88,0.0,
89,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,89,0.0,
90,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,90,0.0,
91,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,91,0.0,
92,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,92,1.0,
93,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,93,1.0,
94,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,94,0.0,
95,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,95,1.0,
96,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,96,0.0,
97,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,97,1.0,
98,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,98,0.0,
99,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,99,0.0,
100,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,100,0.0,
101,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,101,0.0,
102,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,102,1.0,
103,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,103,0.0,
104,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,104,0.0,
105,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,105,0.0,
106,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,106,0.0,
107,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,107,0.0,
108,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,108,0.0,
109,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,109,0.0,
110,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,110,1.0,
111,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,111,1.0,
112,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,112,0.0,
113,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,113,0.0,
114,gpt-4.1-mini,tau_bench,test,8bdab376fcf028cb9afa7a8a5cae923e871b1906,retail,114,0.0,
